,,yoshinari:CentreOfMass,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,,,,,-89.492088,1230.689697,1111.753296,-17.205605,1242.372803,1032.053711,-106.136726,1303.271729,1036.354004,-29.888657,1317.209473,1031.339844,-82.153763,1155.820557,1037.168701,-5.607968,1165.862305,1033.15686
2,,,,,-89.510941,1230.676636,1111.759888,-17.213537,1242.389038,1032.061279,-106.1549,1303.28125,1036.355835,-29.890568,1317.210693,1031.363892,-82.166084,1155.808472,1037.164307,-5.600823,1165.831665,1033.164795
3,,,,,-89.475792,1230.641113,1111.746216,-17.186193,1242.313232,1032.068115,-106.156181,1303.255615,1036.349365,-29.886467,1317.189209,1031.359131,-82.147293,1155.795532,1037.162598,-5.59783,1165.796387,1033.174072
4,,,,,-89.46225,1230.623291,1111.753906,-17.152975,1242.287231,1032.063477,-106.127167,1303.260864,1036.336426,-29.865795,1317.178101,1031.351562,-82.113106,1155.786499,1037.173584,-5.563303,1165.776367,1033.176514
5,,,,,-89.462532,1230.641357,1111.747681,-17.152935,1242.299316,1032.076172,-106.128548,1303.268921,1036.361816,-29.860361,1317.17395,1031.368652,-82.123634,1155.791382,1037.178223,-5.590654,1165.793823,1033.193604
6,,,,,-89.472221,1230.665405,1111.764893,-17.190027,1242.283569,1032.089355,-106.128853,1303.252563,1036.363037,-29.878065,1317.214478,1031.379639,-82.142044,1155.80542,1037.180542,-5.612253,1165.82666,1033.187622
7,,,,,-89.511635,1230.686523,1111.767334,-17.208405,1242.291626,1032.082642,-106.16053,1303.247437,1036.374512,-29.89357,1317.210938,1031.352661,-82.163277,1155.811035,1037.190063,-5.633744,1165.838013,1033.200684
8,,,,,-89.516739,1230.676025,1111.781494,-17.194605,1242.233643,1032.081787,-106.163544,1303.251587,1036.366333,-29.895765,1317.201416,1031.371216,-82.156662,1155.813965,1037.18689,-5.643745,1165.818604,1033.205322
9,,,,,-89.488838,1230.627563,1111.777832,-17.170338,1242.147949,1032.108276,-106.150391,1303.266602,1036.365356,-29.864193,1317.180664,1031.385986,-82.11911,1155.800293,1037.20105,-5.604582,1165.764404,1033.21521
10,,,,,-89.469116,1230.604004,1111.790527,-17.15085,1242.1521,1032.116821,-106.142006,1303.261108,1036.369385,-29.84824,1317.162476,1031.387573,-82.12912,1155.784058,1037.209351,-5.584176,1165.740234,1033.236206
11,,,,,-89.4739,1230.61377,1111.782959,-17.14286,1242.1427,1032.107788,-106.138168,1303.259766,1036.381958,-29.852678,1317.165161,1031.401123,-82.124878,1155.781128,1037.201172,-5.588355,1165.748047,1033.233398
12,,,,,-89.488388,1230.639282,1111.794922,-17.161903,1242.101196,1032.118286,-106.143814,1303.241089,1036.369873,-29.821466,1317.200684,1031.3927,-82.108337,1155.798096,1037.199585,-5.604459,1165.782104,1033.219727
13,,,,,-89.518929,1230.665283,1111.821167,-17.197252,1242.19751,1032.131592,-106.128189,1303.242798,1036.374878,-29.869961,1317.193604,1031.377075,-82.144478,1155.795166,1037.213745,-5.634691,1165.796631,1033.23291
14,,,,,-89.520142,1230.661743,1111.81311,-17.189835,1242.101196,1032.122681,-106.147118,1303.256836,1036.397339,-29.858128,1317.197266,1031.391846,-82.150368,1155.808228,1037.226074,-5.639901,1165.7948,1033.249268
15,,,,,-89.499435,1230.629028,1111.810303,-17.183056,1242.113647,1032.129028,-106.149155,1303.247559,1036.385742,-29.864662,1317.18396,1031.395874,-82.131653,1155.783813,1037.22522,-5.624887,1165.745972,1033.257324
16,,,,,-89.486458,1230.606323,1111.816162,-17.168402,1242.084229,1032.12146,-106.145157,1303.259644,1036.385986,-29.829931,1317.182251,1031.417725,-82.11898,1155.780396,1037.238159,-5.611479,1165.731445,1033.249023
17,,,,,-89.478561,1230.609131,1111.811768,-17.127075,1242.02832,1032.120483,-106.133057,1303.244873,1036.38623,-29.819441,1317.161865,1031.417236,-82.114357,1155.768188,1037.222534,-5.592298,1165.724121,1033.248657
18,,,,,-89.478928,1230.627808,1111.808228,-17.173975,1242.178955,1032.114746,-106.124664,1303.242432,1036.383789,-29.840576,1317.173462,1031.385986,-82.117348,1155.785522,1037.218506,-5.614905,1165.752075,1033.244507
19,,,,,-89.498772,1230.669189,1111.807251,-17.173666,1242.118896,1032.106567,-106.134102,1303.250122,1036.390747,-29.838943,1317.176514,1031.380981,-82.130898,1155.783325,1037.223389,-5.626737,1165.793701,1033.237549
20,,,,,-89.501144,1230.661621,1111.804688,-17.197317,1242.165649,1032.102783,-106.148285,1303.240967,1036.374268,-29.866446,1317.19165,1031.394287,-82.140259,1155.790039,1037.212158,-5.629123,1165.790649,1033.246948
21,,,,,-89.51326,1230.645996,1111.811523,-17.182127,1242.147461,1032.128418,-106.167709,1303.257446,1036.38562,-29.860569,1317.191284,1031.38855,-82.144783,1155.800293,1037.216919,-5.629619,1165.75061,1033.241577
22,,,,,-89.487213,1230.606445,1111.820679,-17.159006,1242.091553,1032.135254,-106.14814,1303.259766,1036.39209,-29.837317,1317.182617,1031.415283,-82.108955,1155.771118,1037.235107,-5.609004,1165.723999,1033.257202
23,,,,,-89.483978,1230.624634,1111.824707,-17.113777,1241.990479,1032.124268,-106.143158,1303.236938,1036.384766,-29.831507,1317.162354,1031.425415,-82.104622,1155.760498,1037.2146,-5.592292,1165.732788,1033.256104
24,,,,,-89.463234,1230.616943,1111.791016,-17.131689,1242.034302,1032.101196,-106.118042,1303.241943,1036.374512,-29.82736,1317.174683,1031.392334,-82.099709,1155.758423,1037.19751,-5.58758,1165.733032,1033.231079
25,,,,,-89.481895,1230.653687,1111.792114,-17.207296,1242.269165,1032.112183,-106.143967,1303.235352,1036.374512,-29.836746,1317.17981,1031.387695,-82.115639,1155.769287,1037.227295,-5.615622,1165.772339,1033.248535
26,,,,,-89.51416,1230.668213,1111.807007,-17.192841,1242.172485,1032.109619,-106.13752,1303.230103,1036.384277,-29.836937,1317.186157,1031.376953,-82.135284,1155.799683,1037.234985,-5.626924,1165.780762,1033.244629
27,,,,,-89.523659,1230.647827,1111.819824,-17.197649,1242.147949,1032.139038,-106.172295,1303.257568,1036.388306,-29.864918,1317.205566,1031.380249,-82.129318,1155.785034,1037.213135,-5.632152,1165.768311,1033.262695
28,,,,,-89.502243,1230.621948,1111.819458,-17.172636,1242.123535,1032.146484,-106.149918,1303.26062,1036.376587,-29.845331,1317.180542,1031.411743,-82.129852,1155.802246,1037.222534,-5.623231,1165.737549,1033.268555
29,,,,,-89.469696,1230.62207,1111.814575,-17.141115,1242.095703,1032.131226,-106.135269,1303.255005,1036.383179,-29.82752,1317.170166,1031.410767,-82.118866,1155.767578,1037.217773,-5.591552,1165.730835,1033.256226
30,,,,,-89.459747,1230.620239,1111.791748,-17.124567,1242.007568,1032.114258,-106.121162,1303.238403,1036.384888,-29.817575,1317.181885,1031.410767,-82.11277,1155.785889,1037.215088,-5.586921,1165.746826,1033.245239
31,,,,,-89.487549,1230.645874,1111.779663,-17.149632,1242.063965,1032.122681,-106.138229,1303.234131,1036.374146,-29.827463,1317.172852,1031.380981,-82.106049,1155.77356,1037.198364,-5.612393,1165.780396,1033.224243
32,,,,,-89.509712,1230.674194,1111.786743,-17.179459,1242.128418,1032.119507,-106.142227,1303.232178,1036.385498,-29.844515,1317.185669,1031.365234,-82.130394,1155.805176,1037.205933,-5.630204,1165.777588,1033.2229
33,,,,,-89.524139,1230.678101,1111.803955,-17.191959,1242.116943,1032.135254,-106.168839,1303.26001,1036.379272,-29.873283,1317.206299,1031.37854,-82.160378,1155.817627,1037.204956,-5.64388,1165.797607,1033.23938
34,,,,,-89.51918,1230.63562,1111.813477,-17.165857,1242.111694,1032.138306,-106.172379,1303.263428,1036.390991,-29.851944,1317.185791,1031.393799,-82.136925,1155.799194,1037.221558,-5.632689,1165.76062,1033.257812
35,,,,,-89.484314,1230.613037,1111.80542,-17.132055,1242.078857,1032.148926,-106.143051,1303.269653,1036.366455,-29.830322,1317.177002,1031.401855,-82.122452,1155.793091,1037.216797,-5.596614,1165.733276,1033.252197
36,,,,,-89.471306,1230.617676,1111.800049,-17.122601,1241.977783,1032.110352,-106.118607,1303.242676,1036.36377,-29.820971,1317.181641,1031.390259,-82.086464,1155.773193,1037.204712,-5.59866,1165.731567,1033.243286
37,,,,,-89.475357,1230.636841,1111.793579,-17.158693,1242.143555,1032.10144,-106.124985,1303.220093,1036.365845,-29.831907,1317.184204,1031.39502,-82.090225,1155.786011,1037.209961,-5.606211,1165.760132,1033.224976
38,,,,,-89.498955,1230.635376,1111.789062,-17.171398,1242.082886,1032.103882,-106.132805,1303.218018,1036.38855,-29.844259,1317.182251,1031.389404,-82.129715,1155.794556,1037.208862,-5.619396,1165.79248,1033.245605
39,,,,,-89.532066,1230.67981,1111.807495,-17.183149,1242.118774,1032.122437,-106.160347,1303.255371,1036.39624,-29.868732,1317.193604,1031.374634,-82.1343,1155.796143,1037.206665,-5.641954,1165.774414,1033.249023
40,,,,,-89.522896,1230.638184,1111.812134,-17.17741,1242.130005,1032.139038,-106.176537,1303.27478,1036.379395,-29.875769,1317.185669,1031.390625,-82.136955,1155.780029,1037.219482,-5.639816,1165.752808,1033.2677
41,,,,,-89.479927,1230.615234,1111.825317,-17.136822,1241.997192,1032.140259,-106.159088,1303.261475,1036.378296,-29.84767,1317.162598,1031.411011,-82.120331,1155.765503,1037.230469,-5.603415,1165.729248,1033.259155
42,,,,,-89.464363,1230.611206,1111.815063,-17.13422,1242.064575,1032.11377,-106.1185,1303.248901,1036.388428,-29.819221,1317.180298,1031.411743,-82.098305,1155.766724,1037.209595,-5.586794,1165.728394,1033.246094
43,,,,,-89.468338,1230.628662,1111.792236,-17.136839,1242.023071,1032.091187,-106.107002,1303.223145,1036.384644,-29.829281,1317.175781,1031.383301,-82.099068,1155.770508,1037.192871,-5.598147,1165.748169,1033.237793
