1.698041492168561220e+09,8.530000000000000000e+02,4.320000000000000000e+02,0.000000000000000000e+00,8.560000000000000000e+02,4.270000000000000000e+02,0.000000000000000000e+00,8.500000000000000000e+02,4.270000000000000000e+02,0.000000000000000000e+00,8.610000000000000000e+02,4.300000000000000000e+02,0.000000000000000000e+00,8.440000000000000000e+02,4.300000000000000000e+02,0.000000000000000000e+00,8.700000000000000000e+02,4.540000000000000000e+02,0.000000000000000000e+00,8.340000000000000000e+02,4.540000000000000000e+02,0.000000000000000000e+00,8.770000000000000000e+02,4.830000000000000000e+02,0.000000000000000000e+00,8.290000000000000000e+02,4.830000000000000000e+02,0.000000000000000000e+00,8.770000000000000000e+02,5.070000000000000000e+02,0.000000000000000000e+00,8.260000000000000000e+02,5.060000000000000000e+02,0.000000000000000000e+00,8.630000000000000000e+02,5.100000000000000000e+02,0.000000000000000000e+00,8.390000000000000000e+02,5.100000000000000000e+02,0.000000000000000000e+00,8.610000000000000000e+02,5.520000000000000000e+02,0.000000000000000000e+00,8.400000000000000000e+02,5.500000000000000000e+02,0.000000000000000000e+00,8.610000000000000000e+02,5.860000000000000000e+02,0.000000000000000000e+00,8.430000000000000000e+02,5.850000000000000000e+02,0.000000000000000000e+00
1.698041492268938065e+09,8.520000000000000000e+02,4.320000000000000000e+02,0.000000000000000000e+00,8.560000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,8.490000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,8.610000000000000000e+02,4.310000000000000000e+02,0.000000000000000000e+00,8.450000000000000000e+02,4.310000000000000000e+02,0.000000000000000000e+00,8.710000000000000000e+02,4.550000000000000000e+02,0.000000000000000000e+00,8.330000000000000000e+02,4.550000000000000000e+02,0.000000000000000000e+00,8.780000000000000000e+02,4.840000000000000000e+02,0.000000000000000000e+00,8.270000000000000000e+02,4.840000000000000000e+02,0.000000000000000000e+00,8.760000000000000000e+02,5.080000000000000000e+02,0.000000000000000000e+00,8.260000000000000000e+02,5.070000000000000000e+02,0.000000000000000000e+00,8.620000000000000000e+02,5.090000000000000000e+02,0.000000000000000000e+00,8.390000000000000000e+02,5.090000000000000000e+02,0.000000000000000000e+00,8.610000000000000000e+02,5.510000000000000000e+02,0.000000000000000000e+00,8.400000000000000000e+02,5.510000000000000000e+02,0.000000000000000000e+00,8.610000000000000000e+02,5.870000000000000000e+02,0.000000000000000000e+00,8.420000000000000000e+02,5.840000000000000000e+02,0.000000000000000000e+00
1.698041497420406103e+09,8.700000000000000000e+02,4.320000000000000000e+02,0.000000000000000000e+00,8.740000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,8.670000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,8.780000000000000000e+02,4.310000000000000000e+02,0.000000000000000000e+00,8.620000000000000000e+02,4.310000000000000000e+02,0.000000000000000000e+00,8.870000000000000000e+02,4.550000000000000000e+02,0.000000000000000000e+00,8.510000000000000000e+02,4.550000000000000000e+02,0.000000000000000000e+00,8.940000000000000000e+02,4.840000000000000000e+02,0.000000000000000000e+00,8.450000000000000000e+02,4.840000000000000000e+02,0.000000000000000000e+00,8.940000000000000000e+02,5.080000000000000000e+02,0.000000000000000000e+00,8.440000000000000000e+02,5.070000000000000000e+02,0.000000000000000000e+00,8.800000000000000000e+02,5.110000000000000000e+02,0.000000000000000000e+00,8.570000000000000000e+02,5.110000000000000000e+02,0.000000000000000000e+00,8.780000000000000000e+02,5.530000000000000000e+02,0.000000000000000000e+00,8.580000000000000000e+02,5.520000000000000000e+02,0.000000000000000000e+00,8.780000000000000000e+02,5.870000000000000000e+02,0.000000000000000000e+00,8.600000000000000000e+02,5.850000000000000000e+02,0.000000000000000000e+00
1.698041505381599188e+09,9.020000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,9.060000000000000000e+02,4.300000000000000000e+02,0.000000000000000000e+00,8.970000000000000000e+02,4.300000000000000000e+02,0.000000000000000000e+00,9.120000000000000000e+02,4.330000000000000000e+02,0.000000000000000000e+00,8.930000000000000000e+02,4.330000000000000000e+02,0.000000000000000000e+00,9.210000000000000000e+02,4.600000000000000000e+02,0.000000000000000000e+00,8.820000000000000000e+02,4.600000000000000000e+02,0.000000000000000000e+00,9.310000000000000000e+02,4.900000000000000000e+02,0.000000000000000000e+00,8.760000000000000000e+02,4.860000000000000000e+02,0.000000000000000000e+00,9.360000000000000000e+02,5.160000000000000000e+02,0.000000000000000000e+00,8.730000000000000000e+02,5.100000000000000000e+02,0.000000000000000000e+00,9.140000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,8.900000000000000000e+02,5.150000000000000000e+02,0.000000000000000000e+00,9.140000000000000000e+02,5.560000000000000000e+02,0.000000000000000000e+00,8.930000000000000000e+02,5.550000000000000000e+02,0.000000000000000000e+00,9.130000000000000000e+02,5.940000000000000000e+02,0.000000000000000000e+00,8.960000000000000000e+02,5.890000000000000000e+02,0.000000000000000000e+00
1.698041506652643204e+09,8.960000000000000000e+02,4.300000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+02,4.250000000000000000e+02,0.000000000000000000e+00,8.920000000000000000e+02,4.240000000000000000e+02,0.000000000000000000e+00,9.060000000000000000e+02,4.270000000000000000e+02,0.000000000000000000e+00,8.860000000000000000e+02,4.270000000000000000e+02,0.000000000000000000e+00,9.170000000000000000e+02,4.540000000000000000e+02,0.000000000000000000e+00,8.750000000000000000e+02,4.570000000000000000e+02,0.000000000000000000e+00,9.280000000000000000e+02,4.850000000000000000e+02,0.000000000000000000e+00,8.690000000000000000e+02,4.870000000000000000e+02,0.000000000000000000e+00,9.360000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,8.650000000000000000e+02,5.110000000000000000e+02,0.000000000000000000e+00,9.100000000000000000e+02,5.140000000000000000e+02,0.000000000000000000e+00,8.850000000000000000e+02,5.140000000000000000e+02,0.000000000000000000e+00,9.130000000000000000e+02,5.600000000000000000e+02,0.000000000000000000e+00,8.870000000000000000e+02,5.610000000000000000e+02,0.000000000000000000e+00,9.100000000000000000e+02,5.970000000000000000e+02,0.000000000000000000e+00,8.930000000000000000e+02,5.990000000000000000e+02,0.000000000000000000e+00
1.698041507288248062e+09,8.980000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,9.020000000000000000e+02,4.220000000000000000e+02,0.000000000000000000e+00,8.930000000000000000e+02,4.220000000000000000e+02,0.000000000000000000e+00,9.090000000000000000e+02,4.270000000000000000e+02,0.000000000000000000e+00,8.890000000000000000e+02,4.270000000000000000e+02,0.000000000000000000e+00,9.210000000000000000e+02,4.550000000000000000e+02,0.000000000000000000e+00,8.770000000000000000e+02,4.570000000000000000e+02,0.000000000000000000e+00,9.290000000000000000e+02,4.870000000000000000e+02,0.000000000000000000e+00,8.700000000000000000e+02,4.870000000000000000e+02,0.000000000000000000e+00,9.350000000000000000e+02,5.160000000000000000e+02,0.000000000000000000e+00,8.660000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,9.120000000000000000e+02,5.160000000000000000e+02,0.000000000000000000e+00,8.860000000000000000e+02,5.170000000000000000e+02,0.000000000000000000e+00,9.100000000000000000e+02,5.640000000000000000e+02,0.000000000000000000e+00,8.890000000000000000e+02,5.630000000000000000e+02,0.000000000000000000e+00,9.090000000000000000e+02,6.060000000000000000e+02,0.000000000000000000e+00,8.930000000000000000e+02,6.030000000000000000e+02,0.000000000000000000e+00
1.698041510599789143e+09,8.970000000000000000e+02,4.150000000000000000e+02,0.000000000000000000e+00,9.010000000000000000e+02,4.110000000000000000e+02,0.000000000000000000e+00,8.930000000000000000e+02,4.110000000000000000e+02,0.000000000000000000e+00,9.100000000000000000e+02,4.120000000000000000e+02,0.000000000000000000e+00,8.860000000000000000e+02,4.120000000000000000e+02,0.000000000000000000e+00,9.240000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,8.730000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,9.340000000000000000e+02,4.850000000000000000e+02,0.000000000000000000e+00,8.670000000000000000e+02,4.870000000000000000e+02,0.000000000000000000e+00,9.380000000000000000e+02,5.150000000000000000e+02,0.000000000000000000e+00,8.630000000000000000e+02,5.150000000000000000e+02,0.000000000000000000e+00,9.140000000000000000e+02,5.210000000000000000e+02,0.000000000000000000e+00,8.840000000000000000e+02,5.230000000000000000e+02,0.000000000000000000e+00,9.150000000000000000e+02,5.760000000000000000e+02,0.000000000000000000e+00,8.860000000000000000e+02,5.760000000000000000e+02,0.000000000000000000e+00,9.110000000000000000e+02,6.230000000000000000e+02,0.000000000000000000e+00,8.940000000000000000e+02,6.190000000000000000e+02,0.000000000000000000e+00
1.698041515155051470e+09,8.870000000000000000e+02,3.950000000000000000e+02,0.000000000000000000e+00,8.930000000000000000e+02,3.890000000000000000e+02,0.000000000000000000e+00,8.810000000000000000e+02,3.890000000000000000e+02,0.000000000000000000e+00,9.030000000000000000e+02,3.920000000000000000e+02,0.000000000000000000e+00,8.740000000000000000e+02,3.920000000000000000e+02,0.000000000000000000e+00,9.220000000000000000e+02,4.350000000000000000e+02,0.000000000000000000e+00,8.570000000000000000e+02,4.370000000000000000e+02,0.000000000000000000e+00,9.330000000000000000e+02,4.780000000000000000e+02,0.000000000000000000e+00,8.480000000000000000e+02,4.820000000000000000e+02,0.000000000000000000e+00,9.370000000000000000e+02,5.180000000000000000e+02,0.000000000000000000e+00,8.400000000000000000e+02,5.170000000000000000e+02,0.000000000000000000e+00,9.090000000000000000e+02,5.300000000000000000e+02,0.000000000000000000e+00,8.700000000000000000e+02,5.300000000000000000e+02,0.000000000000000000e+00,9.130000000000000000e+02,5.930000000000000000e+02,0.000000000000000000e+00,8.760000000000000000e+02,5.970000000000000000e+02,0.000000000000000000e+00,9.120000000000000000e+02,6.520000000000000000e+02,0.000000000000000000e+00,8.860000000000000000e+02,6.530000000000000000e+02,0.000000000000000000e+00
1.698041516988867044e+09,8.900000000000000000e+02,3.810000000000000000e+02,0.000000000000000000e+00,8.960000000000000000e+02,3.740000000000000000e+02,0.000000000000000000e+00,8.830000000000000000e+02,3.740000000000000000e+02,0.000000000000000000e+00,9.070000000000000000e+02,3.790000000000000000e+02,0.000000000000000000e+00,8.730000000000000000e+02,3.790000000000000000e+02,0.000000000000000000e+00,9.270000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,8.560000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,9.410000000000000000e+02,4.830000000000000000e+02,0.000000000000000000e+00,8.460000000000000000e+02,4.790000000000000000e+02,0.000000000000000000e+00,9.480000000000000000e+02,5.300000000000000000e+02,0.000000000000000000e+00,8.360000000000000000e+02,5.200000000000000000e+02,0.000000000000000000e+00,9.110000000000000000e+02,5.360000000000000000e+02,0.000000000000000000e+00,8.670000000000000000e+02,5.360000000000000000e+02,0.000000000000000000e+00,9.150000000000000000e+02,6.110000000000000000e+02,0.000000000000000000e+00,8.700000000000000000e+02,6.120000000000000000e+02,0.000000000000000000e+00,9.130000000000000000e+02,6.670000000000000000e+02,0.000000000000000000e+00,8.830000000000000000e+02,6.780000000000000000e+02,0.000000000000000000e+00
1.698041518159634113e+09,8.930000000000000000e+02,3.680000000000000000e+02,0.000000000000000000e+00,8.990000000000000000e+02,3.610000000000000000e+02,0.000000000000000000e+00,8.850000000000000000e+02,3.610000000000000000e+02,0.000000000000000000e+00,9.110000000000000000e+02,3.680000000000000000e+02,0.000000000000000000e+00,8.760000000000000000e+02,3.690000000000000000e+02,0.000000000000000000e+00,9.350000000000000000e+02,4.190000000000000000e+02,0.000000000000000000e+00,8.590000000000000000e+02,4.220000000000000000e+02,0.000000000000000000e+00,9.490000000000000000e+02,4.780000000000000000e+02,0.000000000000000000e+00,8.490000000000000000e+02,4.830000000000000000e+02,0.000000000000000000e+00,9.490000000000000000e+02,5.270000000000000000e+02,0.000000000000000000e+00,8.400000000000000000e+02,5.270000000000000000e+02,0.000000000000000000e+00,9.210000000000000000e+02,5.360000000000000000e+02,0.000000000000000000e+00,8.710000000000000000e+02,5.400000000000000000e+02,0.000000000000000000e+00,9.150000000000000000e+02,6.200000000000000000e+02,0.000000000000000000e+00,8.660000000000000000e+02,6.120000000000000000e+02,0.000000000000000000e+00,9.050000000000000000e+02,6.920000000000000000e+02,0.000000000000000000e+00,8.810000000000000000e+02,6.720000000000000000e+02,0.000000000000000000e+00
