1.698041841358630896e+09,5.014442061687614943e-02,-2.630297899201266155e-04,2.986757825001052323e-03,-6.767947846597621719e-07
1.698041841358630896e+09,5.445879059094949765e-02,1.210032034785561575e-03,2.293532068878193116e-03,-6.767947846597621719e-07
1.698041841370909691e+09,5.011669933943534855e-02,-3.754022353726236758e-04,3.123186140050257867e-03,-6.767947846597621719e-07
1.698041841409055710e+09,5.231303939835955930e-02,6.601842669970568083e-04,2.541684970763283345e-03,-6.767947846597621719e-07
1.698041841409055710e+09,5.168359992606347264e-02,2.639956410016082878e-04,2.845263037170239762e-03,-6.767947846597621719e-07
1.698041841409055710e+09,5.153130149188474285e-02,-7.346522130468940634e-06,2.873134225999331073e-03,-6.767947846597621719e-07
1.698041841419208050e+09,5.039430178661408188e-02,1.159878617872727412e-04,2.927436147162063192e-03,-6.767947846597621719e-07
1.698041841449589968e+09,5.342752747022984361e-02,9.640446218650445404e-04,2.467945615184337534e-03,-6.767947846597621719e-07
1.698041841459668875e+09,5.045093541500911272e-02,3.076457892615383407e-04,2.776530478368069692e-03,-6.767947846597621719e-07
1.698041841490074873e+09,5.273709019915794743e-02,3.467889820241000596e-04,2.565517697487086982e-03,-6.767947846597621719e-07
1.698041841524315357e+09,4.898235496805701528e-02,-5.626338499935615300e-05,3.041588870468412212e-03,-6.767947846597621719e-07
1.698041841575007439e+09,5.405322383307251122e-02,1.313889112744463881e-03,2.144899020148973660e-03,-6.767947846597621719e-07
1.698041841625658751e+09,5.221987152544491084e-02,1.058032494613212566e-03,2.465785308938356520e-03,-6.767947846597621719e-07
1.698041841625658751e+09,5.214490972637093880e-02,6.836627957969956034e-04,2.729645515150599423e-03,-6.767947846597621719e-07
1.698041841655940533e+09,5.130390169698976349e-02,-2.544935296439397674e-04,2.888678923934741641e-03,-6.767947846597621719e-07
1.698041841673179150e+09,5.298851421746232637e-02,9.749696546471860788e-04,2.492073943228007883e-03,-6.767947846597621719e-07
1.698041841693498611e+09,5.197966537932480896e-02,8.436556669243206862e-04,2.649472004863850580e-03,-6.767947846597621719e-07
1.698041841713746071e+09,5.394284354679677873e-02,1.569807670047077388e-03,2.323726005301605425e-03,-6.767947846597621719e-07
1.698041841764345407e+09,5.078979427185544709e-02,3.449548161766648451e-05,3.035286220576137537e-03,-6.767947846597621719e-07
1.698041841804955482e+09,4.993362911629457140e-02,-8.533987901250376668e-04,3.274087218038062175e-03,-6.767947846597621719e-07
1.698041841804955482e+09,5.179081369356700743e-02,5.041069204244730088e-05,2.929566417420487699e-03,-6.767947846597621719e-07
1.698041841828017712e+09,5.294166581993763054e-02,7.146812907091707086e-04,2.648313722344470492e-03,-6.767947846597621719e-07
1.698041841848335981e+09,5.423136565063284981e-02,1.452274037905077440e-03,2.275573138239154417e-03,-6.767947846597621719e-07
1.698041841868640423e+09,5.145803886585443437e-02,5.330697360003190145e-04,2.824202075037818022e-03,-6.767947846597621719e-07
1.698041841915840387e+09,5.133530122147564323e-02,5.863843975880121163e-04,2.813572329578792504e-03,-6.767947846597621719e-07
1.698041841915840387e+09,5.476795992855712503e-02,1.516663487038067554e-03,2.314728053817575234e-03,-6.767947846597621719e-07
1.698041841956382990e+09,5.186400323832412312e-02,8.786321343023188995e-04,2.814794427805081094e-03,-6.767947846597621719e-07
1.698041841996973515e+09,5.168429930799622180e-02,1.052447151381450969e-03,2.605507330976747273e-03,-6.767947846597621719e-07
1.698041841996973515e+09,5.355583544616033392e-02,1.222666693118273137e-03,2.509221175429117694e-03,-6.767947846597621719e-07
1.698041842381953239e+09,5.248762890749472665e-02,1.375272925892442443e-03,2.565087234116297278e-03,-6.767947846597621719e-07
1.698041842483101130e+09,5.335474702049278206e-02,1.534635004804858673e-03,2.449335630174853239e-03,-6.767947846597621719e-07
1.698041842846267939e+09,5.571946150871556064e-02,2.755234531030874290e-03,1.876921064977969981e-03,-6.767947846597621719e-07
1.698041842104924440e+09,5.461801016168637418e-02,2.917646670771715817e-03,1.835343457823791812e-03,-6.767947846597621719e-07
1.698041842104924440e+09,5.432847356304449510e-02,1.116637326650941290e-03,2.292032558476883065e-03,-6.767947846597621719e-07
1.698041842145328760e+09,5.364398386710939742e-02,1.696078173273826012e-03,2.307977997401654876e-03,-6.767947846597621719e-07
1.698041842145328760e+09,5.338530074926865071e-02,1.179447580543806088e-03,2.438700769666476195e-03,-6.767947846597621719e-07
1.698041842207129002e+09,5.108742927217948399e-02,3.308615587271021303e-04,2.946863804874163065e-03,-6.767947846597621719e-07
1.698041842207129002e+09,5.307886767959384827e-02,1.140969492281396561e-03,2.396331151322848591e-03,-6.767947846597621719e-07
1.698041842247809410e+09,5.343298796053238403e-02,6.686959865970440453e-04,2.574562228160070122e-03,-6.767947846597621719e-07
1.698041842247809410e+09,5.248219919642709008e-02,1.372960149490777071e-03,2.477592604432367254e-03,-6.767947846597621719e-07
1.698041842288262606e+09,5.352304146517203320e-02,1.261820852277247777e-03,2.522646717607138992e-03,-6.767947846597621719e-07
1.698041842298390627e+09,5.390337173348939276e-02,1.711412688315182675e-03,2.300831300748898151e-03,-6.767947846597621719e-07
1.698041842340452433e+09,5.209955633756214316e-02,9.202367446382276554e-04,2.605356995281673995e-03,-6.767947846597621719e-07
1.698041842340452433e+09,5.385169442955151098e-02,1.284886624156900050e-03,2.458417262184460408e-03,-6.767947846597621719e-07
1.698041842381181717e+09,5.194272899029037105e-02,3.752960511376914185e-04,2.799017852535206925e-03,-6.767947846597621719e-07
1.698041842424087763e+09,5.436859627965962699e-02,1.957500114379805145e-03,2.195753320509520341e-03,-6.767947846597621719e-07
1.698041842468399048e+09,5.162813808801424570e-02,9.957057534735499864e-04,2.816553802397812542e-03,-6.767947846597621719e-07
1.698041842468399048e+09,5.164225037519808159e-02,6.830618010632226976e-04,2.639532461698272485e-03,-6.767947846597621719e-07
1.698041842488574505e+09,5.355443266914449579e-02,9.946765443929052146e-04,2.526686852862373382e-03,-6.767947846597621719e-07
