Frame,hayashide_CentreOfMass_X,hayashide_CentreOfMass_Y,hayashide_CentreOfMass_Z,hayashide_LHeadAngles_X,hayashide_LHeadAngles_Y,hayashide_LHeadAngles_Z,hayashide_LNeckAngles_X,hayashide_LNeckAngles_Y,hayashide_LNeckAngles_Z,hayashide_RHeadAngles_X,hayashide_RHeadAngles_Y,hayashide_RHeadAngles_Z,hayashide_RNeckAngles_X,hayashide_RNeckAngles_Y,hayashide_RNeckAngles_Z
1272,399.085,-440.814,948.473,14.4426,5.4238,8.66782,-19.5606,-9.01079,-4.80739,14.4426,-5.4238,-8.66782,-19.5606,9.01079,4.80739
1273,394.162,-440.867,948.336,14.5186,5.52917,8.67536,-19.6068,-9.11818,-4.96715,14.5186,-5.52917,-8.67536,-19.6068,9.11818,4.96715
1274,389.307,-440.773,948.171,14.5787,5.59396,8.72973,-19.6093,-9.20436,-5.12783,14.5787,-5.59396,-8.72973,-19.6093,9.20436,5.12783
1275,384.378,-440.588,947.966,14.6388,5.69853,8.7564,-19.5797,-9.34931,-5.29828,14.6388,-5.69853,-8.7564,-19.5797,9.34931,5.29828
1276,379.319,-440.245,947.711,14.7104,5.81912,8.73406,-19.5572,-9.51347,-5.47985,14.7104,-5.81912,-8.73406,-19.5572,9.51347,5.47985
1277,374.085,-439.916,947.293,14.735,5.8408,8.74387,-19.3943,-9.55405,-5.75519,14.735,-5.8408,-8.74387,-19.3943,9.55405,5.75519
1278,368.735,-439.54,946.828,14.732,5.83869,8.71882,-19.1805,-9.5569,-6.00763,14.732,-5.83869,-8.71882,-19.1805,9.5569,6.00763
1279,363.272,-439.055,946.406,14.7457,5.88754,8.71972,-18.9703,-9.63934,-6.30883,14.7457,-5.88754,-8.71972,-18.9703,9.63934,6.30883
1280,357.597,-438.559,946.059,14.7266,5.97145,8.65884,-18.7159,-9.69015,-6.54472,14.7266,-5.97145,-8.65884,-18.7159,9.69015,6.54472
1281,351.773,-437.945,945.773,14.6863,5.9653,8.62743,-18.3674,-9.68075,-6.81921,14.6863,-5.9653,-8.62743,-18.3674,9.68075,6.81921
1282,345.905,-437.268,945.675,14.6192,5.89359,8.60283,-18.0421,-9.59234,-7.04509,14.6192,-5.89359,-8.60283,-18.0421,9.59234,7.04509
1283,340.009,-436.538,945.811,14.5088,5.85189,8.54943,-17.7551,-9.54628,-7.20286,14.5088,-5.85189,-8.54943,-17.7551,9.54628,7.20286
1284,334.06,-435.757,946.039,14.3626,5.79975,8.52445,-17.4686,-9.42991,-7.3657,14.3626,-5.79975,-8.52445,-17.4686,9.42991,7.3657
1285,328.206,-434.873,946.273,14.2268,5.68996,8.502,-17.1194,-9.26898,-7.51286,14.2268,-5.68996,-8.502,-17.1194,9.26898,7.51286
1286,322.47,-433.876,946.552,14.0422,5.54314,8.46676,-16.7675,-9.09784,-7.61601,14.0422,-5.54314,-8.46676,-16.7675,9.09784,7.61601
1287,316.573,-432.779,946.944,13.901,5.33715,8.41788,-16.5108,-8.89098,-7.65163,13.901,-5.33715,-8.41788,-16.5108,8.89098,7.65163
1288,310.821,-431.785,947.514,13.7705,5.15303,8.39065,-16.2367,-8.64003,-7.63135,13.7705,-5.15303,-8.39065,-16.2367,8.64003,7.63135
1289,305.21,-430.945,948.302,13.6837,4.94962,8.35274,-16.0728,-8.38603,-7.63062,13.6837,-4.94962,-8.35274,-16.0728,8.38603,7.63062
1290,299.853,-430.179,949.098,13.6303,4.76555,8.23627,-15.935,-8.08745,-7.60729,13.6303,-4.76555,-8.23627,-15.935,8.08745,7.60729
1291,294.235,-429.196,950.002,13.5775,4.58376,8.14393,-15.7194,-7.89272,-7.69591,13.5775,-4.58376,-8.14393,-15.7194,7.89272,7.69591
1292,288.702,-428.126,950.882,13.4867,4.39027,7.94216,-15.5325,-7.66021,-7.71153,13.4867,-4.39027,-7.94216,-15.5325,7.66021,7.71153
1293,282.949,-427.064,951.527,13.3976,4.23332,7.72606,-15.2846,-7.44789,-7.76952,13.3976,-4.23332,-7.72606,-15.2846,7.44789,7.76952
1294,277.452,-426.057,952.128,13.3967,4.08377,7.49394,-15.2344,-7.3015,-7.83397,13.3967,-4.08377,-7.49394,-15.2344,7.3015,7.83397
1295,271.861,-424.958,952.386,13.4537,3.95317,7.19195,-15.2456,-7.13802,-7.86499,13.4537,-3.95317,-7.19195,-15.2456,7.13802,7.86499
1296,266.314,-423.997,952.438,13.6001,3.93019,6.86943,-15.4011,-7.12528,-7.9728,13.6001,-3.93019,-6.86943,-15.4011,7.12528,7.9728
1297,260.996,-423.145,952.265,13.8056,3.8837,6.56173,-15.6932,-7.08767,-8.11638,13.8056,-3.8837,-6.56173,-15.6932,7.08767,8.11638
1298,255.65,-422.277,952.044,14.1346,3.8835,6.19309,-16.1435,-7.07676,-8.24598,14.1346,-3.8835,-6.19309,-16.1435,7.07676,8.24598
1299,250.435,-421.626,951.9,14.4994,3.94171,5.93633,-16.6913,-7.13558,-8.38218,14.4994,-3.94171,-5.93633,-16.6913,7.13558,8.38218
1300,245.294,-421.048,951.91,14.8466,4.05054,5.67749,-17.2804,-7.32996,-8.52617,14.8466,-4.05054,-5.67749,-17.2804,7.32996,8.52617
1301,240.277,-420.491,952.115,15.1553,4.19797,5.441,-17.8747,-7.5109,-8.56478,15.1553,-4.19797,-5.441,-17.8747,7.5109,8.56478
1302,235.513,-420.081,952.531,15.4045,4.34854,5.24936,-18.4321,-7.70703,-8.59849,15.4045,-4.34854,-5.24936,-18.4321,7.70703,8.59849
1303,230.784,-419.741,953.216,15.5289,4.49252,5.1308,-18.8664,-7.91998,-8.641,15.5289,-4.49252,-5.1308,-18.8664,7.91998,8.641
1304,226.032,-419.635,954.043,15.5878,4.65263,4.99017,-19.2468,-8.05617,-8.54336,15.5878,-4.65263,-4.99017,-19.2468,8.05617,8.54336
1305,221.097,-419.475,954.996,15.5609,4.70721,4.89797,-19.4459,-8.10743,-8.48048,15.5609,-4.70721,-4.89797,-19.4459,8.10743,8.48048
1306,216.243,-419.32,955.936,15.4629,4.76637,4.79964,-19.5555,-8.14456,-8.39096,15.4629,-4.76637,-4.79964,-19.5555,8.14456,8.39096
1307,211.669,-419.576,956.601,15.3293,4.6994,4.75079,-19.5842,-8.0817,-8.33201,15.3293,-4.6994,-4.75079,-19.5842,8.0817,8.33201
1308,207.014,-419.625,957.145,15.1925,4.6247,4.72806,-19.6371,-8.05839,-8.30478,15.1925,-4.6247,-4.72806,-19.6371,8.05839,8.30478
1309,202.221,-419.707,957.484,15.0716,4.49979,4.72798,-19.6694,-8.02206,-8.4211,15.0716,-4.49979,-4.72798,-19.6694,8.02206,8.4211
1310,197.578,-419.926,957.558,15.0026,4.42661,4.72051,-19.737,-8.07922,-8.46087,15.0026,-4.42661,-4.72051,-19.737,8.07922,8.46087
1311,192.829,-420.21,957.583,15.0062,4.31935,4.79122,-19.862,-8.15034,-8.54541,15.0062,-4.31935,-4.79122,-19.862,8.15034,8.54541
1312,188.024,-420.687,957.539,14.9993,4.22904,4.89178,-19.9454,-8.19846,-8.57247,14.9993,-4.22904,-4.89178,-19.9454,8.19846,8.57247
1313,183.613,-421.548,957.444,15.0017,4.15768,4.98914,-20.0739,-8.23939,-8.55073,15.0017,-4.15768,-4.98914,-20.0739,8.23939,8.55073
1314,178.868,-422.235,957.39,15.0224,4.0703,5.12914,-20.2551,-8.25258,-8.48499,15.0224,-4.0703,-5.12914,-20.2551,8.25258,8.48499
1315,174.031,-423.051,957.336,15.05,3.986,5.30167,-20.444,-8.23376,-8.43827,15.05,-3.986,-5.30167,-20.444,8.23376,8.43827
1316,169.28,-423.964,957.212,15.0491,3.87291,5.48626,-20.5412,-8.26431,-8.44098,15.0491,-3.87291,-5.48626,-20.5412,8.26431,8.44098
1317,164.411,-424.974,957.071,14.9839,3.81239,5.69611,-20.5642,-8.22613,-8.37836,14.9839,-3.81239,-5.69611,-20.5642,8.22613,8.37836
1318,159.633,-426.195,956.853,14.9026,3.80007,5.91175,-20.4631,-8.27871,-8.29555,14.9026,-3.80007,-5.91175,-20.4631,8.27871,8.29555
1319,154.917,-427.669,956.602,14.7772,3.81055,6.14549,-20.3553,-8.26236,-8.13167,14.7772,-3.81055,-6.14549,-20.3553,8.26236,8.13167
1320,149.651,-428.967,956.408,14.6723,3.81642,6.32943,-20.1697,-8.22939,-7.94085,14.6723,-3.81642,-6.32943,-20.1697,8.22939,7.94085
1321,144.811,-430.715,956.117,14.5206,3.83911,6.49983,-19.8781,-8.2189,-7.79152,14.5206,-3.83911,-6.49983,-19.8781,8.2189,7.79152
1322,140.072,-432.595,955.765,14.3669,3.84589,6.6915,-19.5793,-8.22745,-7.69822,14.3669,-3.84589,-6.6915,-19.5793,8.22745,7.69822
1323,135.208,-434.584,955.253,14.2308,3.76472,6.9418,-19.215,-8.18877,-7.70802,14.2308,-3.76472,-6.9418,-19.215,8.18877,7.70802
1324,130.302,-436.618,954.697,13.9804,3.90002,7.10017,-18.7233,-8.30112,-7.63162,13.9804,-3.90002,-7.10017,-18.7233,8.30112,7.63162
1325,125.08,-438.607,954.063,13.7767,3.9387,7.32693,-18.2045,-8.32889,-7.59236,13.7767,-3.9387,-7.32693,-18.2045,8.32889,7.59236
1326,119.894,-441.068,953.377,13.6196,4.00821,7.70115,-17.6613,-8.4145,-7.68016,13.6196,-4.00821,-7.70115,-17.6613,8.4145,7.68016
1327,114.834,-443.595,952.811,13.411,4.03185,8.2378,-17.1272,-8.47548,-7.92963,13.411,-4.03185,-8.2378,-17.1272,8.47548,7.92963
1328,109.387,-446.123,952.165,13.1545,4.02722,8.89325,-16.4023,-8.53445,-8.26756,13.1545,-4.02722,-8.89325,-16.4023,8.53445,8.26756
1329,103.813,-448.684,951.662,12.9617,4.07403,9.57203,-15.8525,-8.60898,-8.63216,12.9617,-4.07403,-9.57203,-15.8525,8.60898,8.63216
1330,98.3286,-451.378,951.17,12.6847,4.04328,10.2896,-15.1317,-8.65691,-9.08772,12.6847,-4.04328,-10.2896,-15.1317,8.65691,9.08772
1331,92.9472,-454.173,950.64,12.4034,4.08849,11.0412,-14.4642,-8.77326,-9.56293,12.4034,-4.08849,-11.0412,-14.4642,8.77326,9.56293
1332,87.8311,-456.765,949.972,12.1153,4.07592,11.808,-13.9129,-8.88332,-10.129,12.1153,-4.07592,-11.808,-13.9129,8.88332,10.129
1333,82.6565,-459.223,949.183,11.9331,4.09174,12.48,-13.4689,-9.04448,-10.6118,11.9331,-4.09174,-12.48,-13.4689,9.04448,10.6118
1334,77.6981,-461.558,948.474,11.8264,4.05896,13.0363,-13.296,-9.07716,-10.8933,11.8264,-4.05896,-13.0363,-13.296,9.07716,10.8933
1335,72.7765,-463.88,947.957,11.7128,3.88639,13.4885,-13.1726,-8.98682,-11.0268,11.7128,-3.88639,-13.4885,-13.1726,8.98682,11.0268
1336,67.8539,-466.098,947.642,11.7018,3.69364,13.8872,-13.1081,-8.90473,-11.0332,11.7018,-3.69364,-13.8872,-13.1081,8.90473,11.0332
1337,63.1058,-468.455,947.716,11.7185,3.47041,14.2508,-13.1584,-8.68684,-10.9297,11.7185,-3.47041,-14.2508,-13.1584,8.68684,10.9297
1338,58.2005,-470.617,947.957,11.7209,3.1974,14.562,-13.2257,-8.41497,-10.7499,11.7209,-3.1974,-14.562,-13.2257,8.41497,10.7499
1339,53.4769,-472.865,948.346,11.7237,2.91696,14.8424,-13.337,-8.07348,-10.5852,11.7237,-2.91696,-14.8424,-13.337,8.07348,10.5852
1340,48.8596,-475.079,949.037,11.6864,2.68162,15.168,-13.3997,-7.78895,-10.6222,11.6864,-2.68162,-15.168,-13.3997,7.78895,10.6222
1341,44.0667,-477.069,949.851,11.6929,2.53944,15.4479,-13.5345,-7.60237,-10.6903,11.6929,-2.53944,-15.4479,-13.5345,7.60237,10.6903
1342,39.1822,-478.998,950.774,11.673,2.4577,15.8109,-13.5755,-7.47855,-10.876,11.673,-2.4577,-15.8109,-13.5755,7.47855,10.876
1343,34.3713,-480.839,951.795,11.6743,2.41293,16.1667,-13.6667,-7.45557,-11.0919,11.6743,-2.41293,-16.1667,-13.6667,7.45557,11.0919
1344,29.3837,-482.521,952.724,11.6937,2.39894,16.562,-13.7077,-7.50752,-11.3743,11.6937,-2.39894,-16.562,-13.7077,7.50752,11.3743
1345,24.3807,-484.239,953.565,11.7194,2.33685,16.8807,-13.8865,-7.52362,-11.5461,11.7194,-2.33685,-16.8807,-13.8865,7.52362,11.5461
1346,19.1698,-485.906,954.256,11.7391,2.34367,17.2233,-14.0328,-7.64213,-11.7865,11.7391,-2.34367,-17.2233,-14.0328,7.64213,11.7865
1347,13.5991,-487.592,954.665,11.764,2.36204,17.5338,-14.1546,-7.71182,-11.9803,11.764,-2.36204,-17.5338,-14.1546,7.71182,11.9803
1348,8.89314,-489.137,954.644,11.7706,2.40386,17.8814,-14.2594,-7.75189,-12.2166,11.7706,-2.40386,-17.8814,-14.2594,7.75189,12.2166
1349,3.63156,-490.493,954.672,11.7618,2.44133,18.2168,-14.3357,-7.78284,-12.4832,11.7618,-2.44133,-18.2168,-14.3357,7.78284,12.4832
1350,-1.66026,-491.884,954.717,11.7762,2.47604,18.5569,-14.467,-7.82363,-12.7181,11.7762,-2.47604,-18.5569,-14.467,7.82363,12.7181
1351,-6.95358,-493.173,954.869,11.7507,2.43215,18.8311,-14.5764,-7.84534,-12.9956,11.7507,-2.43215,-18.8311,-14.5764,7.84534,12.9956
1352,-12.1883,-494.356,955.006,11.731,2.49835,19.0888,-14.6455,-7.98222,-13.2142,11.731,-2.49835,-19.0888,-14.6455,7.98222,13.2142
1353,-17.3238,-495.439,955.271,11.7671,2.54246,19.3709,-14.8138,-8.2178,-13.5421,11.7671,-2.54246,-19.3709,-14.8138,8.2178,13.5421
1354,-22.2824,-496.316,955.67,11.7421,2.60089,19.6899,-14.8753,-8.53161,-13.943,11.7421,-2.60089,-19.6899,-14.8753,8.53161,13.943
1355,-27.3988,-497.074,956.14,11.6606,2.6362,19.9827,-14.8587,-8.7757,-14.3171,11.6606,-2.6362,-19.9827,-14.8587,8.7757,14.3171
1356,-32.4404,-497.918,956.677,11.5715,2.64997,20.2338,-14.8218,-8.90163,-14.5991,11.5715,-2.64997,-20.2338,-14.8218,8.90163,14.5991
1357,-37.347,-498.616,957.307,11.4645,2.619,20.4021,-14.8258,-9.00589,-14.8535,11.4645,-2.619,-20.4021,-14.8258,9.00589,14.8535
1358,-42.0428,-499.237,957.832,11.3521,2.54541,20.5666,-14.803,-9.03759,-15.1083,11.3521,-2.54541,-20.5666,-14.803,9.03759,15.1083
1359,-46.6732,-499.741,958.283,11.2044,2.45689,20.6625,-14.7265,-9.03836,-15.3291,11.2044,-2.45689,-20.6625,-14.7265,9.03836,15.3291
1360,-51.1614,-500.181,958.645,11.0524,2.35479,20.6942,-14.6629,-8.94932,-15.4591,11.0524,-2.35479,-20.6942,-14.6629,8.94932,15.4591
1361,-55.5419,-500.401,958.906,10.8912,2.22344,20.6827,-14.5648,-8.84437,-15.5265,10.8912,-2.22344,-20.6827,-14.5648,8.84437,15.5265
1362,-59.9636,-500.522,959.01,10.7638,2.16037,20.5712,-14.4689,-8.78365,-15.4672,10.7638,-2.16037,-20.5712,-14.4689,8.78365,15.4672
1363,-64.2546,-500.633,958.97,10.6413,2.11722,20.4455,-14.3799,-8.69655,-15.2838,10.6413,-2.11722,-20.4455,-14.3799,8.69655,15.2838
1364,-68.5023,-500.731,958.868,10.4363,2.0862,20.2846,-14.2089,-8.60816,-15.0985,10.4363,-2.0862,-20.2846,-14.2089,8.60816,15.0985
1365,-72.8052,-500.837,958.574,10.1769,2.05042,20.0891,-13.9328,-8.47948,-14.8919,10.1769,-2.05042,-20.0891,-13.9328,8.47948,14.8919
1366,-77.1903,-500.833,958.305,9.90792,2.1066,19.8234,-13.5432,-8.42511,-14.6171,9.90792,-2.1066,-19.8234,-13.5432,8.42511,14.6171
1367,-81.6263,-500.732,958.082,9.69148,2.2049,19.4675,-13.234,-8.37306,-14.2561,9.69148,-2.2049,-19.4675,-13.234,8.37306,14.2561
1368,-86.2618,-500.51,957.922,9.5707,2.31694,19.1252,-12.9971,-8.40823,-13.9444,9.5707,-2.31694,-19.1252,-12.9971,8.40823,13.9444
1369,-91.0411,-500.156,957.872,9.50616,2.45763,18.7213,-12.7627,-8.47798,-13.5212,9.50616,-2.45763,-18.7213,-12.7627,8.47798,13.5212
1370,-95.8429,-499.681,957.953,9.46723,2.5809,18.3077,-12.5741,-8.56723,-13.1929,9.46723,-2.5809,-18.3077,-12.5741,8.56723,13.1929
1371,-100.686,-499.164,958.005,9.51335,2.66584,17.8691,-12.5273,-8.61345,-12.8119,9.51335,-2.66584,-17.8691,-12.5273,8.61345,12.8119
1372,-105.594,-498.49,957.959,9.59369,2.7105,17.4249,-12.4422,-8.59872,-12.4592,9.59369,-2.7105,-17.4249,-12.4422,8.59872,12.4592
1373,-110.626,-497.811,957.891,9.75316,2.7836,17.0733,-12.4021,-8.64217,-12.2432,9.75316,-2.7836,-17.0733,-12.4021,8.64217,12.2432
1374,-115.52,-497.16,957.667,9.92397,2.79916,16.7596,-12.356,-8.5841,-12.0844,9.92397,-2.79916,-16.7596,-12.356,8.5841,12.0844
1375,-120.908,-496.197,957.368,10.1166,2.78195,16.4357,-12.3008,-8.47485,-11.865,10.1166,-2.78195,-16.4357,-12.3008,8.47485,11.865
1376,-126.219,-495.161,956.899,10.2803,2.71761,16.0993,-12.1995,-8.32088,-11.7084,10.2803,-2.71761,-16.0993,-12.1995,8.32088,11.7084
1377,-132.323,-494.477,956.586,10.4398,2.67622,15.78,-12.0687,-8.19824,-11.5816,10.4398,-2.67622,-15.78,-12.0687,8.19824,11.5816
1378,-137.897,-493.221,956.204,10.6033,2.59008,15.4633,-11.9386,-8.01454,-11.4728,10.6033,-2.59008,-15.4633,-11.9386,8.01454,11.4728
1379,-143.817,-492.014,956.144,10.7848,2.54708,15.178,-11.7771,-7.90093,-11.3982,10.7848,-2.54708,-15.178,-11.7771,7.90093,11.3982
1380,-149.674,-490.661,956.411,10.9603,2.47506,14.8817,-11.7615,-7.79542,-11.3411,10.9603,-2.47506,-14.8817,-11.7615,7.79542,11.3411
1381,-155.454,-489.167,956.802,11.1816,2.43041,14.6314,-11.8469,-7.74345,-11.3003,11.1816,-2.43041,-14.6314,-11.8469,7.74345,11.3003
1382,-161.195,-487.569,957.158,11.3948,2.37933,14.3275,-11.9327,-7.73921,-11.2151,11.3948,-2.37933,-14.3275,-11.9327,7.73921,11.2151
1383,-166.718,-486.187,957.6,11.5773,2.29003,14.0837,-12.3397,-7.63733,-11.2885,11.5773,-2.29003,-14.0837,-12.3397,7.63733,11.2885
1384,-172.456,-484.848,957.814,11.7149,2.16749,13.7351,-12.5404,-7.5655,-11.2456,11.7149,-2.16749,-13.7351,-12.5404,7.5655,11.2456
1385,-178.249,-483.665,957.812,11.8363,2.09464,13.3755,-12.7324,-7.45194,-11.2981,11.8363,-2.09464,-13.3755,-12.7324,7.45194,11.2981
1386,-184.174,-482.44,957.701,11.984,2.10677,12.9613,-12.8824,-7.45774,-11.3544,11.984,-2.10677,-12.9613,-12.8824,7.45774,11.3544
1387,-190.096,-481.324,957.453,12.1671,2.10473,12.5793,-13.0408,-7.38978,-11.5297,12.1671,-2.10473,-12.5793,-13.0408,7.38978,11.5297
1388,-195.926,-480.164,957.358,12.3766,2.16194,12.1375,-13.3295,-7.42237,-11.6719,12.3766,-2.16194,-12.1375,-13.3295,7.42237,11.6719
1389,-201.62,-479.15,957.428,12.5877,2.25429,11.7491,-13.6785,-7.4596,-11.8459,12.5877,-2.25429,-11.7491,-13.6785,7.4596,11.8459
1390,-207.127,-478.273,957.864,12.8227,2.37904,11.3222,-14.0998,-7.59991,-11.8366,12.8227,-2.37904,-11.3222,-14.0998,7.59991,11.8366
1391,-212.716,-477.451,958.497,12.9846,2.47877,10.9815,-14.3984,-7.72329,-11.7692,12.9846,-2.47877,-10.9815,-14.3984,7.72329,11.7692
1392,-218.274,-476.856,959.304,13.0318,2.61675,10.6257,-14.4899,-7.82856,-11.5573,13.0318,-2.61675,-10.6257,-14.4899,7.82856,11.5573
1393,-223.918,-476.379,960.299,13.0221,2.69827,10.3075,-14.5151,-7.86231,-11.3495,13.0221,-2.69827,-10.3075,-14.5151,7.86231,11.3495
1394,-229.473,-475.909,961.219,12.9481,2.81639,10.0929,-14.4967,-7.89976,-11.1489,12.9481,-2.81639,-10.0929,-14.4967,7.89976,11.1489
1395,-235.163,-475.556,961.927,12.8328,2.899,9.86263,-14.3729,-7.83485,-10.9355,12.8328,-2.899,-9.86263,-14.3729,7.83485,10.9355
1396,-240.871,-475.281,962.547,12.725,2.93998,9.70861,-14.3146,-7.76869,-10.7768,12.725,-2.93998,-9.70861,-14.3146,7.76869,10.7768
1397,-246.578,-475.042,962.907,12.7232,2.97825,9.6501,-14.3698,-7.76889,-10.7426,12.7232,-2.97825,-9.6501,-14.3698,7.76889,10.7426
1398,-252.376,-474.9,963.059,12.7762,3.01289,9.54062,-14.4985,-7.72814,-10.6063,12.7762,-3.01289,-9.54062,-14.4985,7.72814,10.6063
1399,-258.302,-474.853,963.087,12.9405,3.03361,9.47911,-14.7162,-7.72888,-10.4831,12.9405,-3.03361,-9.47911,-14.7162,7.72888,10.4831
1400,-264.131,-474.809,963.026,13.1792,3.07012,9.48357,-15.0572,-7.78537,-10.4125,13.1792,-3.07012,-9.48357,-15.0572,7.78537,10.4125
1401,-269.99,-474.895,962.814,13.4024,3.10645,9.4536,-15.3394,-7.86378,-10.2922,13.4024,-3.10645,-9.4536,-15.3394,7.86378,10.2922
1402,-275.636,-475.383,962.583,13.612,3.12708,9.41894,-15.6252,-7.87396,-10.2035,13.612,-3.12708,-9.41894,-15.6252,7.87396,10.2035
1403,-281.579,-475.742,962.362,13.7787,3.15064,9.3639,-15.8873,-7.86664,-10.1077,13.7787,-3.15064,-9.3639,-15.8873,7.86664,10.1077
1404,-287.633,-476.183,962.157,13.9209,3.19045,9.30868,-16.1129,-7.85735,-10.0106,13.9209,-3.19045,-9.30868,-16.1129,7.85735,10.0106
1405,-293.804,-476.638,961.977,14.054,3.21804,9.25445,-16.2907,-7.85042,-9.90583,14.054,-3.21804,-9.25445,-16.2907,7.85042,9.90583
1406,-300.028,-477.13,961.693,14.1978,3.2641,9.20565,-16.4382,-7.86558,-9.79747,14.1978,-3.2641,-9.20565,-16.4382,7.86558,9.79747
1407,-306.209,-477.747,961.405,14.3565,3.31117,9.12746,-16.6959,-7.86419,-9.66043,14.3565,-3.31117,-9.12746,-16.6959,7.86419,9.66043
1408,-312.401,-478.553,961.049,14.4891,3.32338,9.06119,-16.8553,-7.85773,-9.55554,14.4891,-3.32338,-9.06119,-16.8553,7.85773,9.55554
1409,-318.487,-479.563,960.669,14.5949,3.35408,9.01583,-17.0903,-7.86642,-9.4254,14.5949,-3.35408,-9.01583,-17.0903,7.86642,9.4254
1410,-324.683,-480.65,960.314,14.6891,3.32962,8.9951,-17.2966,-7.82247,-9.34545,14.6891,-3.32962,-8.9951,-17.2966,7.82247,9.34545
1411,-331.249,-481.806,959.824,14.7617,3.31798,9.00085,-17.2362,-7.7954,-9.32899,14.7617,-3.31798,-9.00085,-17.2362,7.7954,9.32899
1412,-338.113,-482.931,959.273,14.8541,3.3482,8.99084,-17.2211,-7.76331,-9.25317,14.8541,-3.3482,-8.99084,-17.2211,7.76331,9.25317
1413,-344.73,-484.389,958.454,14.9138,3.3472,9.0427,-17.0592,-7.72587,-9.28462,14.9138,-3.3472,-9.0427,-17.0592,7.72587,9.28462
1414,-351.481,-485.879,957.558,14.9687,3.38154,9.07593,-16.9849,-7.7079,-9.32484,14.9687,-3.38154,-9.07593,-16.9849,7.7079,9.32484
1415,-358.28,-487.607,956.504,15.0137,3.44638,9.13662,-16.8295,-7.71402,-9.38046,15.0137,-3.44638,-9.13662,-16.8295,7.71402,9.38046
1416,-365.024,-489.553,955.573,15.0412,3.53641,9.21532,-16.8323,-7.72921,-9.43693,15.0412,-3.53641,-9.21532,-16.8323,7.72921,9.43693
1417,-372.07,-491.551,954.762,15.0903,3.64326,9.33387,-16.5952,-7.78826,-9.44154,15.0903,-3.64326,-9.33387,-16.5952,7.78826,9.44154
1418,-379.055,-493.56,954.331,15.1061,3.68316,9.49922,-16.5238,-7.71178,-9.52589,15.1061,-3.68316,-9.49922,-16.5238,7.71178,9.52589
1419,-386.323,-495.391,953.972,15.146,3.73697,9.64145,-16.2597,-7.75758,-9.55592,15.146,-3.73697,-9.64145,-16.2597,7.75758,9.55592
1420,-393.419,-497.214,953.875,15.1642,3.7872,9.78694,-16.1097,-7.78612,-9.56621,15.1642,-3.7872,-9.78694,-16.1097,7.78612,9.56621
1421,-400.249,-499.146,953.913,15.1694,3.73601,9.92018,-16.0119,-7.79902,-9.5954,15.1694,-3.73601,-9.92018,-16.0119,7.79902,9.5954
1422,-406.801,-500.822,954.068,15.1515,3.67269,10.0507,-15.9899,-7.82159,-9.58319,15.1515,-3.67269,-10.0507,-15.9899,7.82159,9.58319
1423,-413.468,-502.307,954.273,15.1744,3.6292,10.2184,-15.998,-7.86773,-9.52663,15.1744,-3.6292,-10.2184,-15.998,7.86773,9.52663
1424,-420.025,-503.867,954.541,15.1992,3.60874,10.3546,-16.0361,-7.86741,-9.37269,15.1992,-3.60874,-10.3546,-16.0361,7.86741,9.37269
1425,-426.328,-505.252,954.821,15.1619,3.5421,10.465,-16.0707,-7.73462,-9.12312,15.1619,-3.5421,-10.465,-16.0707,7.73462,9.12312
1426,-432.491,-506.939,955.148,15.182,3.50833,10.5748,-16.1846,-7.60593,-8.80678,15.182,-3.50833,-10.5748,-16.1846,7.60593,8.80678
1427,-438.558,-508.653,955.523,15.1644,3.4533,10.6204,-16.2969,-7.35934,-8.40119,15.1644,-3.4533,-10.6204,-16.2969,7.35934,8.40119
1428,-444.491,-510.206,955.91,15.0957,3.36837,10.6612,-16.4412,-7.09574,-7.98544,15.0957,-3.36837,-10.6612,-16.4412,7.09574,7.98544
1429,-450.325,-511.765,956.429,15.0454,3.31917,10.6638,-16.6761,-6.80068,-7.58784,15.0454,-3.31917,-10.6638,-16.6761,6.80068,7.58784
1430,-456.331,-513.056,957.034,15.0168,3.3357,10.7099,-16.7087,-6.6979,-7.39214,15.0168,-3.3357,-10.7099,-16.7087,6.6979,7.39214
1431,-462.338,-514.189,957.804,14.9412,3.31315,10.8027,-16.7643,-6.63067,-7.34336,14.9412,-3.31315,-10.8027,-16.7643,6.63067,7.34336
1432,-468.066,-514.816,958.46,14.8648,3.34268,10.9311,-16.7291,-6.68301,-7.42291,14.8648,-3.34268,-10.9311,-16.7291,6.68301,7.42291
1433,-473.823,-515.41,959.105,14.807,3.39153,11.1104,-16.6821,-6.80717,-7.51736,14.807,-3.39153,-11.1104,-16.6821,6.80717,7.51736
1434,-479.774,-516.105,959.724,14.7145,3.43047,11.3122,-16.6196,-6.87252,-7.61226,14.7145,-3.43047,-11.3122,-16.6196,6.87252,7.61226
1435,-485.773,-516.821,960.207,14.6266,3.41012,11.4759,-16.577,-6.8875,-7.69265,14.6266,-3.41012,-11.4759,-16.577,6.8875,7.69265
1436,-491.781,-517.447,960.579,14.557,3.418,11.6886,-16.5405,-6.95005,-7.75061,14.557,-3.418,-11.6886,-16.5405,6.95005,7.75061
1437,-497.863,-517.934,960.858,14.5063,3.40517,11.899,-16.5073,-6.95881,-7.79124,14.5063,-3.40517,-11.899,-16.5073,6.95881,7.79124
1438,-503.932,-518.271,961.016,14.519,3.42326,12.0596,-16.5792,-7.03835,-7.84934,14.519,-3.42326,-12.0596,-16.5792,7.03835,7.84934
