1.697790913880124331e+09,1.017802981561244202e+01,1.102353024150320548e+00,1.531109164968426750e+00,1.029558721427285128e+01,1.107974678356969722e+00,2.171439627590369792e+00,1.043248417217563251e+01,1.083044638641841084e+00,2.224150594632012368e+00,1.029564667588200955e+01,1.135825650018899013e+00,2.208410908168941589e+00,1.059746894453830102e+01,1.041119793134422933e+00,2.214590182889549563e+00,1.020097067396267754e+01,1.182394328104792391e+00,2.179206407784158195e+00,1.035211754604831214e+01,9.448639717151597894e-01,1.982066768317213512e+00,1.005256796607787528e+01,1.243036266445615157e+00,1.954278694954820761e+00,1.033853613492308021e+01,8.895094580490191527e-01,1.700013080301204349e+00,9.935058743609648246e+00,1.288304639056482959e+00,1.673493340423064302e+00,1.032924525825572104e+01,9.006962599746900500e-01,1.464165911086672489e+00,9.927493105787895900e+00,1.290721129275922419e+00,1.455937213425866350e+00,1.023043185562868196e+01,1.015990801916364372e+00,1.441213687204675464e+00,1.003017035160246806e+01,1.201790822758701527e+00,1.423787047492880431e+00,1.023756259234069255e+01,1.021144341551097678e+00,1.056116606298125982e+00,1.004433826193438684e+01,1.180598671513261255e+00,1.055388767708600684e+00,1.005765945954380669e+01,1.007998735014672187e+00,7.481143634811320275e-01,9.945093786420304838e+00,1.155140607239043993e+00,7.603577942242486509e-01
1.697790913880124331e+09,1.015671797641912733e+01,1.099993061553096618e+00,1.525494064036218456e+00,1.029558721427285128e+01,1.107974678356969722e+00,2.171439627590369792e+00,1.043248417217563251e+01,1.083044638641841084e+00,2.224150594632012368e+00,1.029564667588200955e+01,1.135825650018899013e+00,2.208410908168941589e+00,1.059746894453830102e+01,1.041119793134422933e+00,2.214590182889549563e+00,1.020097067396267754e+01,1.182394328104792391e+00,2.179206407784158195e+00,1.035211754604831214e+01,9.448639717151597894e-01,1.982066768317213512e+00,1.005256796607787528e+01,1.243036266445615157e+00,1.954278694954820761e+00,1.033853613492308021e+01,8.895094580490191527e-01,1.700013080301204349e+00,9.935058743609648246e+00,1.288304639056482959e+00,1.673493340423064302e+00,1.032924525825572104e+01,9.006962599746900500e-01,1.464165911086672489e+00,9.927493105787895900e+00,1.290721129275922419e+00,1.455937213425866350e+00,1.023043185562868196e+01,1.015990801916364372e+00,1.441213687204675464e+00,1.003017035160246806e+01,1.201790822758701527e+00,1.423787047492880431e+00,1.023756259234069255e+01,1.021144341551097678e+00,1.056116606298125982e+00,1.004433826193438684e+01,1.180598671513261255e+00,1.055388767708600684e+00,1.005765945954380669e+01,1.007998735014672187e+00,7.481143634811320275e-01,9.945093786420304838e+00,1.155140607239043993e+00,7.603577942242486509e-01
1.697790913907318354e+09,1.015382703107848705e+01,1.095076989863579708e+00,1.531933289208154969e+00,1.039372172158922503e+01,1.104117201793385572e+00,2.172671590199930058e+00,1.050832368729317778e+01,1.086031252683294035e+00,2.232490279250507914e+00,1.039246622955308652e+01,1.141497306474983153e+00,2.219158529895593368e+00,1.070851689011673180e+01,1.046851799827434260e+00,2.226689758386667162e+00,1.027326459527166769e+01,1.185957733700122585e+00,2.187010221958971545e+00,1.040373674535918802e+01,9.449456925964788701e-01,1.986548715633730477e+00,1.004418352233342482e+01,1.237817033460565153e+00,1.953193591920297623e+00,1.028279178445708553e+01,8.808677701476744781e-01,1.696148394590321073e+00,9.945529788641801261e+00,1.285368600586592081e+00,1.673959768008861149e+00,1.034017769555922328e+01,8.972371951817129654e-01,1.473940716323040467e+00,9.934906391029880268e+00,1.287416587136531732e+00,1.456115025800159613e+00,1.021456119479362101e+01,1.010183731251925510e+00,1.449759195555646363e+00,1.002854409383214573e+01,1.197258159376402453e+00,1.432752511958392594e+00,1.026429674913117829e+01,1.019155767359225750e+00,1.075130044059888101e+00,1.002017481057142767e+01,1.173465548393396229e+00,1.073762559672123196e+00,9.940229794011923303e+00,9.930392684603219777e-01,7.420851313898013668e-01,9.795582380920606624e+00,1.134856956603606415e+00,7.551780673399502986e-01
1.697790914317261934e+09,1.014028548443110367e+01,1.099589678883811095e+00,1.532939903480486477e+00,1.039441468633176413e+01,1.124413893690075827e+00,2.172840849651698658e+00,1.048993667444597477e+01,1.095151189746555120e+00,2.221065446386825570e+00,1.039146344703665470e+01,1.152208250344335827e+00,2.209819702672433550e+00,1.064567170898662063e+01,1.052159185262272478e+00,2.210176193644837639e+00,1.031936438766752850e+01,1.182669835806909653e+00,2.192328376804028256e+00,1.045331781973324681e+01,9.502726423114080667e-01,1.991219376521465634e+00,1.007440415885914042e+01,1.251747554320970846e+00,1.956071473881427103e+00,1.039826211516705357e+01,9.007219851633877505e-01,1.703777817243705028e+00,9.895889187723948766e+00,1.289592788971985371e+00,1.670761407420542577e+00,1.036652849143624167e+01,9.101760084532731776e-01,1.465667659900592668e+00,9.859149818823045308e+00,1.288277341011913046e+00,1.461833019032312553e+00,1.023801616458716346e+01,1.022960541454041916e+00,1.450781710964037741e+00,9.976109156766852948e+00,1.192390537451810895e+00,1.439747065515143643e+00,1.014696726463406407e+01,1.018872456410893523e+00,1.074478726753548941e+00,9.966101176916344784e+00,1.168916555600133078e+00,1.055085501629633438e+00,9.915371977180983620e+00,9.917510884224653989e-01,7.519600094382962174e-01,9.686212144322624340e+00,1.124104661295579399e+00,7.580623018078226361e-01
1.697790914206382990e+09,1.026563696851837015e+01,1.115540302045733956e+00,1.537491213271874102e+00,1.040807155442057486e+01,1.119705648959552935e+00,2.174702703621173239e+00,1.059712604969005056e+01,1.099419026329344184e+00,2.233651356450600201e+00,1.043402204742577233e+01,1.150298282091640312e+00,2.233763618602568446e+00,1.077110153574586882e+01,1.067061919635975631e+00,2.243833550357785978e+00,1.028245705419196199e+01,1.191554769760297061e+00,2.188513178763008771e+00,1.050116597700164611e+01,9.577338618874258191e-01,1.995937215802007669e+00,1.013386488438013089e+01,1.262120035724013212e+00,1.961874416196493831e+00,1.048470469407252814e+01,9.012747393913438376e-01,1.719175299601370943e+00,1.003802082010204799e+01,1.301069796877369678e+00,1.689416593205238293e+00,1.053209583097398472e+01,9.270353681944187851e-01,1.472915230263427633e+00,1.000788915676684532e+01,1.300749269634588146e+00,1.468639604435073132e+00,1.037313842854346824e+01,1.038947646490014032e+00,1.456597267349267311e+00,1.013092594956086856e+01,1.213175280667580180e+00,1.446393415669690263e+00,1.044919284721226127e+01,1.050683876637081626e+00,1.066551900401349728e+00,1.012219884252712987e+01,1.189486083593072507e+00,1.055684452135596585e+00,1.006693963103451495e+01,1.018529194460512377e+00,7.478473047341069879e-01,9.818650010762171476e+00,1.150922299752862310e+00,7.544570087229813815e-01
1.697790914376531363e+09,1.010625435363081692e+01,1.100223412683098756e+00,1.531649702956580095e+00,1.035690583802168874e+01,1.120237260375555044e+00,2.178037926653980882e+00,1.052995115420250194e+01,1.098800640641937498e+00,2.225668626456446031e+00,1.036109232902626687e+01,1.148671281198941019e+00,2.215693449666782389e+00,1.073997694671265890e+01,1.050634312036201612e+00,2.230359771807591596e+00,1.026701446862529643e+01,1.176654552052615266e+00,2.195660553850688590e+00,1.035221031602095820e+01,9.509087901941462029e-01,1.991229357892158713e+00,1.003796798147614133e+01,1.247102998478727187e+00,1.961787551122861739e+00,1.019129879616882661e+01,8.838214679174195565e-01,1.699482534755802687e+00,9.944427288442954094e+00,1.304356229245279941e+00,1.682998711008570236e+00,1.025217769834100245e+01,8.911597673324654911e-01,1.460770652898679245e+00,9.868895590349357150e+00,1.316764612301174253e+00,1.453270027811470300e+00,1.013294564030537437e+01,1.012820883545355821e+00,1.455634236665560355e+00,9.956418851747352861e+00,1.199275849120857718e+00,1.429834865321741422e+00,1.017556458706007305e+01,1.021513561873781617e+00,1.055875888847944921e+00,9.964255276390998617e+00,1.177731123972375560e+00,1.055079815390652875e+00,9.952680151336915415e+00,9.949695270839686856e-01,7.509585391369513196e-01,9.835022694353204642e+00,1.140038523500555234e+00,7.540964794144973116e-01
1.697790914548221350e+09,1.011563593891692747e+01,1.102813405189303264e+00,1.532295388542992409e+00,1.032372557762153598e+01,1.118523320682543787e+00,2.174454367679778954e+00,1.049150460186880984e+01,1.096845319667572705e+00,2.211982427318369027e+00,1.032891334249700677e+01,1.146976886821933883e+00,2.212110909091232092e+00,1.065522963152699987e+01,1.054377438169199044e+00,2.220955362416470624e+00,1.019487457634361682e+01,1.179987346292068695e+00,2.178397123351214937e+00,1.025986548152520506e+01,9.353300749626295429e-01,1.973433122433822628e+00,1.004142443702256671e+01,1.249246114702007304e+00,1.953146413527491188e+00,1.014044803688960883e+01,8.814325164401803914e-01,1.686953107898905291e+00,9.973765910820134195e+00,1.309730367346336743e+00,1.675958743376560367e+00,1.028113712811687463e+01,9.046053455785361130e-01,1.462054756956957746e+00,9.971166235882675366e+00,1.312814557505343815e+00,1.457804243355943719e+00,1.008283987362870882e+01,1.009743149068670132e+00,1.453523082535846500e+00,1.000731176872164774e+01,1.215628249812026551e+00,1.450258411201235997e+00,1.027118163695927144e+01,1.031856959142208208e+00,1.075180796057783716e+00,1.006367522514201163e+01,1.180888895191073429e+00,1.064738995039151259e+00,1.005163273928852874e+01,9.963620876549558192e-01,7.483013046040504213e-01,9.907367096494583691e+00,1.158707851437677405e+00,7.521469505612130568e-01
1.697790914722784996e+09,1.411177451251578896e+00,-1.224534248052547403e+00,1.094548813708513091e+00,1.417127760630017219e+00,-1.224251715871173651e+00,1.190957051253069388e+00,1.414383930216227547e+00,-1.227003974427741895e+00,1.193282835018867560e+00,1.420866324547163773e+00,-1.220122070077607868e+00,1.196704575888015931e+00,1.412001045633547447e+00,-1.230625116687505516e+00,1.190360508094921554e+00,1.429574561862355875e+00,-1.218486503320307390e+00,1.193744471799645490e+00,1.399030702649642466e+00,-1.234655044167770166e+00,1.158657877350973475e+00,1.440025100976205952e+00,-1.216927102391677229e+00,1.163948666527882203e+00,1.390910416324399046e+00,-1.235955361365564720e+00,1.117167295365339985e+00,1.446838243993710194e+00,-1.217562083730548306e+00,1.120984567042903057e+00,1.387515470901531378e+00,-1.236848393439460958e+00,1.081330993883899971e+00,1.443444433644610614e+00,-1.218409495436162393e+00,1.085156582843469719e+00,1.397666388838397111e+00,-1.228349880180425568e+00,1.081775524819632794e+00,1.420825167383937826e+00,-1.217340978956109820e+00,1.081437608292571628e+00,1.391602159779950831e+00,-1.229224148443256004e+00,1.024199696458715447e+00,1.413806458945134015e+00,-1.218694025892966382e+00,1.024303425764224729e+00,1.388849145117446504e+00,-1.231885474254783563e+00,9.772165773164080971e-01,1.405779443704125997e+00,-1.221042258505830924e+00,9.753883776305416475e-01
1.697790914896647453e+09,1.005282794322228490e+01,1.099070518082099879e+00,1.530580611935104640e+00,1.033212172410173757e+01,1.121322768494978028e+00,2.175535123560888184e+00,1.050620823701750339e+01,1.109760201037388372e+00,2.223221366166269419e+00,1.037868869669135385e+01,1.144606517151979475e+00,2.217983926428198860e+00,1.070859209445289650e+01,1.061285043264345918e+00,2.227091166104579134e+00,1.016454727033223016e+01,1.178499686562957338e+00,2.184240005829856557e+00,1.022865272724578034e+01,9.439104287531476789e-01,1.979890927453498151e+00,9.975471165699589804e+00,1.243304736828044987e+00,1.956165976367557624e+00,1.004154630242762281e+01,8.847490207918258243e-01,1.671424105335597599e+00,9.906496961362764253e+00,1.303171538656628270e+00,1.680634228094008753e+00,1.016132658039730963e+01,8.967631771426483045e-01,1.456961869674968213e+00,9.912081643640521023e+00,1.307393495820997176e+00,1.455270417022267671e+00,9.994419625198879942e+00,1.003395582001803898e+00,1.449779592738827505e+00,9.951266027460448527e+00,1.201933529154540992e+00,1.447907847840317563e+00,1.015363123889177466e+01,1.022979452384476851e+00,1.055801967741196057e+00,9.991652539226025809e+00,1.174992412080494875e+00,1.055191644757272673e+00,9.974037544415258694e+00,1.009716968888950017e+00,7.503309510814416550e-01,9.849803386349684331e+00,1.154291571181058185e+00,7.536424795445538782e-01
1.697790915663328409e+09,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00,-6.750806302659596858e-02,6.420129355051634734e-02,1.017362992231962249e+00
